number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
183,Автобус,Остановка,"37 КМ, ПО ТРЕБОВАНИЮ","37 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.178856,29.083532"
184,Автобус,Остановка,38 КВАРТАЛ,38 КВАРТАЛ,"Приморское ш., Гагаринская ул.","310,311,312,","60.076532,29.964968"
185,Автобус,Остановка,"38 КМ, ПО ТРЕБОВАНИЮ","38 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.185321,29.068941"
186,Автобус,Остановка,"38 КМ, ПО ТРЕБОВАНИЮ","38 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.185012,29.069198"
187,Автобус,Остановка,"39 КМ,1 [555]","39 КМ,1",A-122,555,"60.196000,30.057641"
188,Автобус,Остановка,"39 КМ,1 [555]<","39 КМ,1",A-122,555,"60.195824,30.058474"
189,Автобус,Остановка,"39 КМ,2 [555]","39 КМ,2",A-122,555,"60.196100,30.049807"
190,Автобус,Остановка,"39 КМ,2 [555]<","39 КМ,2",A-122,555,"60.196342,30.047565"
191,Автобус,Остановка,3-Й БАДАЕВСКИЙ ПРОЕЗД,3-Й БАДАЕВСКИЙ ПРОЕЗД,"3-й Бадаевский проезд, улица Ленина",197,"59.807782,30.425165"
192,Автобус,Остановка,"3-Й ВЕРХНИЙ ПЕР.,5 ","3-Й ВЕРХНИЙ ПЕР.,5 ",3-й Верхний переулок,113,"60.063748,30.355804"
193,Автобус,Остановка,"3-Й ВЕРХНИЙ ПЕР.,5 ","3-Й ВЕРХНИЙ ПЕР.,5 ",3-й Верхний переулок,113,"60.063707,30.354057"
194,Автобус,Остановка,"3-Й ВЕРХНИЙ ПЕР.,УГ. ДОМОСТРОИТЕЛЬНОЙ УЛ. [113]","3-Й ВЕРХНИЙ ПЕР.,УГ. ДОМОСТРОИТЕЛЬНОЙ УЛ.","Домостроительная ул., 3-й Верхний пер.",113,"60.061784,30.365612"
195,Автобус,Остановка,"3-Й ВЕРХНИЙ ПЕР.,УГ. ДОМОСТРОИТЕЛЬНОЙ УЛ. [113]<","3-Й ВЕРХНИЙ ПЕР.,УГ. ДОМОСТРОИТЕЛЬНОЙ УЛ.","3-й Верхний пер., Домостроительная ул.",113,"60.061722,30.364817"
196,Автобус,Остановка,"3-Я КОННАЯ ЛАХТА, 40","3-Я КОННАЯ ЛАХТА, 40",,"112,К-232,","60.020332,30.109071"
197,Автобус,Остановка,"3-Я КОННАЯ ЛАХТА, 40","3-Я КОННАЯ ЛАХТА, 40",,"112,К-210,К-232,","60.020192,30.108696"
198,Автобус,Остановка,3-Я СОВЕТСКАЯ,3-Я СОВЕТСКАЯ,"Суворовский пр., 3-я Советская ул.","54,181,","59.932899,30.368603"
199,Автобус,Остановка,3-Я СОВЕТСКАЯ,3-Я СОВЕТСКАЯ,"Суворовский пр., 3-я Советская ул.","54,181,","59.932555,30.368528"
200,Троллейбус,Остановка,3-я Советская улица ,3-Я СОВЕТСКАЯ УЛИЦА,"Суворовский, Советская 3-я","5,7,11,16,","59.933100,30.368900"
201,Троллейбус,Остановка,3-я Советская улица ,3-Я СОВЕТСКАЯ УЛИЦА,"Суворовский, Советская 3-я","5,7,11,16,33,","59.932300,30.368200"
202,Автобус,Остановка,4 КМ,4 КМ,Красносельское шоссе,"273,301,","59.732114,30.132213"
203,Автобус,Остановка,4 КМ,4 КМ,Красносельское шоссе,"273,301,","59.731649,30.135121"
204,Автобус,Остановка,4 КМ,4 КМ,Отрадненское шоссе,"438,438З","59.727023,30.777952"
205,Автобус,Остановка,4 КМ ,4 КМ,Sovetsky pr.,"438,438З","59.726374,30.777705"
206,Автобус,Остановка,4 КМ БЕТОННОЙ ДОРОГИ,4 КМ БЕТОННОЙ ДОРОГИ,,"682,684,","59.752850,29.558400"
207,Автобус,Остановка,4 КМ БЕТОННОЙ ДОРОГИ,4 КМ БЕТОННОЙ ДОРОГИ,,"682,684,","59.753000,29.558120"
208,Автобус,Остановка,"4 КМ, ПО ТРЕБОВАНИЮ","4 КМ, ПО ТРЕБОВАНИЮ",,435,"60.218301,30.168942"
209,Автобус,Остановка,"4 КМ, ПО ТРЕБОВАНИЮ","4 КМ, ПО ТРЕБОВАНИЮ",,435,"60.218079,30.168028"
210,Автобус,Остановка,"4 КМ, СТОЛОВАЯ","4 КМ, СТОЛОВАЯ",Горское шоссе,"75,84,84А,","60.093663,30.180615"
211,Автобус,Остановка,"4 КМ, СТОЛОВАЯ [75]<","4 КМ, СТОЛОВАЯ",Горское шоссе,"75,84,84А,","60.093897,30.180532"
212,Автобус,Остановка,40 КМ ПР,40 КМ ПР,"A-122, А-122",555,"60.197778,30.030556"
213,Автобус,Остановка,40 КМ ПР,40 КМ ПР,"A-122, А-122",555,"60.197600,30.030556"
214,Автобус,Остановка,"40 КМ, ПО ТРЕБОВАНИЮ","40 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.184745,29.035274"
215,Автобус,Остановка,"40 КМ, ПО ТРЕБОВАНИЮ","40 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.184436,29.034780"
216,Автобус,Остановка,"41 КМ, ПО ТРЕБОВАНИЮ","41 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.188874,29.022013"
217,Автобус,Остановка,"41 КМ, ПО ТРЕБОВАНИЮ","41 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.188564,29.021734"
218,Автобус,Остановка,"42 КМ, ПО ТРЕБОВАНИЮ","42 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.192309,29.010426"
219,Автобус,Остановка,"42 КМ, ПО ТРЕБОВАНИЮ","42 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.192298,29.009460"
220,Автобус,Остановка,44 КМ,44 КМ,Мурманское ш.,"469,475,","59.907865,31.045342"
221,Автобус,Остановка,44 КМ,44 КМ,Мурманское ш.,"469,475,","59.908632,31.042415"
222,Автобус,Остановка,44 КМ [420],44 КМ,A-123,"420,420А,","60.201139,29.007121"
223,Автобус,Остановка,44 КМ [420],44 КМ,A-123,"420,420А,","60.201043,29.006456"
224,Автобус,Остановка,45 КМ ,45 КМ ,,555,"60.212532,29.931225"
225,Автобус,Остановка,45 КМ ,45 КМ ,A-122,555,"60.212222,29.931111"
226,Автобус,Остановка,"45 КМ, ПО ТРЕБОВАНИЮ","45 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.211780,29.006542"
227,Автобус,Остановка,"45 КМ, ПО ТРЕБОВАНИЮ","45 КМ, ПО ТРЕБОВАНИЮ",A-123,"420,420А,","60.211428,29.005855"
228,Автобус,Остановка,"46 КМ, ПО ТРЕБОВАНИЮ","46 КМ, ПО ТРЕБОВАНИЮ",,420,"60.306919,28.981230"
229,Автобус,Остановка,"46 КМ, ПО ТРЕБОВАНИЮ","46 КМ, ПО ТРЕБОВАНИЮ",,420,"60.306603,28.981026"
230,Автобус,Остановка,"48 КМ, ПО ТРЕБОВАНИЮ","48 КМ, ПО ТРЕБОВАНИЮ",A-123,420,"60.233828,29.000899"
231,Автобус,Остановка,"48 КМ, ПО ТРЕБОВАНИЮ","48 КМ, ПО ТРЕБОВАНИЮ",A-123,420,"60.233594,29.000319"
232,Автобус,Остановка,4-Й ВЕРХНИЙ ПЕР.,4-Й ВЕРХНИЙ ПЕР.,"Домостроительная ул., 4-й Верхний пер.",113,"60.066606,30.369118"
233,Автобус,Остановка,4-Й ВЕРХНИЙ ПЕР.,4-Й ВЕРХНИЙ ПЕР.,"Домостроительная ул., 4-й Верхний пер.",113,"60.067148,30.369912"
234,Автобус,Остановка,"4-Й ВЕРХНИЙ ПЕРЕУЛОК [113, 113]",4-Й ВЕРХНИЙ ПЕРЕУЛОК,пр. Энгельса,"113,139,148,","60.071331,30.350000"
235,Автобус,Остановка,"4-Й ВЕРХНИЙ ПЕРЕУЛОК [113, 113]<",4-Й ВЕРХНИЙ ПЕРЕУЛОК,Энгельса пр.,"104,113,139,","60.070878,30.349027"
236,Автобус,Остановка,4-Й РЫБАЦКИЙ ПРОЕЗД,4-Й РЫБАЦКИЙ ПРОЕЗД,4-й Рыбацкий проезд,396А,"59.817181,30.508911"
237,Автобус,Остановка,5 КМ,5 КМ,,"192,196,325,374,","59.747530,30.511096"
238,Автобус,Остановка,5 КМ,5 КМ,,"192,196,325,374,","59.747464,30.512438"
239,Автобус,Остановка,5 КМ,5 КМ,Красносельское шоссе,"273,301,","59.729550,30.151568"
240,Автобус,Остановка,5 КМ,5 КМ,Красносельское шоссе,"273,301,","59.727760,30.157673"
241,Автобус,Остановка,5 КМ,5 КМ,,493,"59.661249,30.530083"
242,Автобус,Остановка,5 КМ,5 КМ,,493,"59.660689,30.530592"
243,Автобус,Остановка,5 КМ БЕТОННОЙ ДОРОГИ,5 КМ БЕТОННОЙ ДОРОГИ,,"463,684","59.717684,29.330639"
244,Автобус,Остановка,50 КМ,50 КМ,Мурманское ш.,"469,475,","59.890170,31.162540"
245,Автобус,Остановка,50 КМ,50 КМ,Мурманское ш.,"469,475,","59.891503,31.160609"
246,Автобус,Остановка,51 КМ,51 КМ,Мурманское ш.,"469,475,","59.888553,31.184702"
247,Автобус,Остановка,51 КМ,51 КМ,Мурманское ш.,"469,475,","59.890117,31.179960"
248,Автобус,Остановка,"51 КМ, ПО ТРЕБОВАНИЮ","51 КМ, ПО ТРЕБОВАНИЮ",A-123,420,"60.257350,28.974239"
249,Автобус,Остановка,"51 КМ, ПО ТРЕБОВАНИЮ","51 КМ, ПО ТРЕБОВАНИЮ",A-123,420,"60.257265,28.973864"
250,Автобус,Остановка,52 КМ,52 КМ,Мурманское ш.,"469,475,","59.889150,31.197600"
251,Автобус,Остановка,52 КМ,52 КМ,Мурманское ш.,"469,475,","59.889410,31.197110"
252,Автобус,Остановка,"52 КМ, ПО ТРЕБОВАНИЮ","52 КМ, ПО ТРЕБОВАНИЮ",A-123,420,"60.265200,28.971793"
253,Автобус,Остановка,"52 КМ, ПО ТРЕБОВАНИЮ","52 КМ, ПО ТРЕБОВАНИЮ",A-123,420,"60.264918,28.971031"
254,Автобус,КП,53 КМ,53 КМ,,"469,475,","59.888994,31.210136"
255,Автобус,Остановка,53 КМ,53 КМ,A-122,"415,415А","60.262692,29.833546"
256,Автобус,Остановка,53 КМ,53 КМ,Мурманское ш.,469,"59.888920,31.209800"
257,Автобус,Остановка,53 КМ,53 КМ,,415,"60.263017,29.834099"
258,Автобус,Остановка,54 КМ - 1,54 КМ - 1,,475,"59.888597,31.229788"
259,Автобус,Остановка,54 КМ - 2,54 КМ - 2,Мурманское ш.,"469,475,","59.888680,31.236270"
260,Автобус,Остановка,54 КМ - 2,54 КМ - 2,Мурманское ш.,"469,475,","59.889170,31.235820"
261,Автобус,Остановка,55 КМ,55 КМ,Мурманское ш.,"469,475,","59.889760,31.242860"
262,Автобус,Остановка,55 Км,55 КМ,Мурманское ш.,"469,475,","59.889460,31.244340"
263,Автобус,Остановка,56 КМ,56 КМ,,"469,475,","59.890425,31.261605"
264,Автобус,Остановка,56 КМ,56 КМ,,"469,475,","59.890628,31.263168"
265,Автобус,Остановка,57 КМ,57 КМ,Мурманское ш.,"469,475,","59.890690,31.276630"
266,Автобус,Остановка,57 КМ,57 КМ,Мурманское ш.,"469,475,","59.891130,31.273730"
267,Автобус,Остановка,5-Й ВЕРХНИЙ ПЕР. УГОЛ ДОМОСТРОИТЕЛЬНОЙ УЛ,5-Й ВЕРХНИЙ ПЕР. УГОЛ ДОМОСТРОИТЕЛЬНОЙ УЛ,"ул. Домостроительная, 5-й Верхний пер.","113,139,","60.070111,30.372530"
268,Автобус,Остановка,5-Й ВЕРХНИЙ ПЕР. УГОЛ ДОМОСТРОИТЕЛЬНОЙ УЛ,5-Й ВЕРХНИЙ ПЕР. УГОЛ ДОМОСТРОИТЕЛЬНОЙ УЛ,"5-й Верхний пер., Домостроительная ул.",139,"60.069619,30.372781"
269,Автобус,Остановка,5-Й ВЕРХНИЙ ПЕРЕУЛОК [113]<,5-Й ВЕРХНИЙ ПЕРЕУЛОК,"Домостроительная ул., 5-й Верхний пер.",113,"60.069417,30.371556"
270,Автобус,Остановка,"5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,4 [3, 11]","5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,4",5-й Предпортовый проезд,"3,156,","59.838108,30.310769"
271,Автобус,Остановка,"5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,4 [3, 11]<","5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,4",5-й Предпортовый проезд,"3,156,","59.837725,30.311039"
272,Автобус,Остановка,"5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,УГ. УЛ. КОСТЮШКО [3, 11]","5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,УГ. УЛ. КОСТЮШКО","Галстяна ул., 5-й Предпортовый проезд","3,13,31,39,62,63,90,150,155,156,301,","59.841231,30.309885"
273,Автобус,Остановка,"5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,УГ. УЛ. КОСТЮШКО [3, 11]<","5-Й ПРЕДПОРТОВЫЙ ПРОЕЗД,УГ. УЛ. КОСТЮШКО","5-й Предпортовый проезд, Галстяна ул.","3,156,","59.840972,30.311065"
274,Автобус,Остановка,5-Я КРАСНОАРМЕЙСКАЯ УЛ.,5-Я КРАСНОАРМЕЙСКАЯ УЛ.,"Московский пр., Клинский пр.","2М,2МА,50,","59.913561,30.317969"
275,Троллейбус,Остановка,5-я Красноармейская улица ,5-Я КРАСНОАРМЕЙСКАЯ УЛИЦА,"Московский проспект, 5-я Красноармейская улица","15,17","59.913050,30.318110"
276,Автобус,Остановка,5-Я ЛИНИЯ,5-Я ЛИНИЯ,Волхонское шоссе,155,"59.735843,30.333713"
277,Автобус,Остановка,5-Я ЛИНИЯ,5-Я ЛИНИЯ,Волхонское шоссе,155,"59.736351,30.333070"
278,Автобус,Остановка,5-Я СОВЕТСКАЯ УЛ.,5-Я СОВЕТСКАЯ УЛ.,"Суворовский пр., ул. 4-я Советская","54,181,","59.933749,30.369804"
279,Автобус,Остановка,5-Я СОВЕТСКАЯ УЛ.,5-Я СОВЕТСКАЯ УЛ.,"Суворовский пр., ул. 6-я Советская","54,181,","59.935056,30.371000"
280,Троллейбус,Остановка,5-я Советская улица ,5-Я СОВЕТСКАЯ УЛИЦА,"Мытнинская, Старорусская",10,"59.932000,30.375800"
281,Троллейбус,Остановка,5-я Советская улица ,5-Я СОВЕТСКАЯ УЛИЦА,"Мытнинская, Советская 6-я",10,"59.933000,30.376600"
